path,entry_type,access,data_type,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,old_target_group_code,old_candidate_commands,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,matched_candidate_commands,match_source_type,match_source_file,match_reason,doc_category,doc_source_file,doc_source_sheet,doc_source_row
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.DlDataSplitThreshold,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.DrbInactivityTimerConfig,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Dscp,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Enable,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.EnableRohc,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.IsDefault,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.LongDrxCycle,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.MappingDrbIndex,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.MinBr,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpDuplicationActivated,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpSnSizeDl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpSnSizeUl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PrimaryPath,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PrimaryPathDl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Priority,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.RlcMode,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.RohcProfile0x0001,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.RohcProfile0x0002,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.RohcProfile0x0006,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.ShortDrxCycle,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.ShortDrxCycleTimer,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.SnFieldLengthAmDl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.SnFieldLengthAmUl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.SnFieldLengthUmDl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.SnFieldLengthUmUl,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.StatusReportRequired,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.TReorderingPdcp,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.TReorderingUE,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Type,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.UeInactivityTimerConfig,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.UlConfig,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.UlDataSplitThreshold,parameter,READ_WRITE,STRING,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_QOS,LST QOS;MOD QOS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i},parameter,READ_WRITE,STRING,SI,邻区参数管理,LTECell,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,YES_SAME_EXISTING_GROUP_CODE,high,SI,邻区参数管理,LTE 同系统邻区,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.LTECell.{i}.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_NEIGHBORLIST_LTECELL,LST LTE_CELL;MOD LTE_CELL,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i},parameter,READ_WRITE,STRING,SI,邻区参数管理,LTECell,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_LTECELL,LST LTECELL;MOD LTECELL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i},parameter,READ_WRITE,STRING,SI,邻区参数管理,NRCell,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_NR_RAN_NEIGHBORLIST_NRCELL,LST NRCELL;MOD NRCELL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
